//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
33 12 12	210 194 182	255 255 255	181 150 84	197 103 39	255 128 0	5 8 0	1.00 0.30 0.60 160 100 0	800.00 10.00 1.00 70 27 10	15 11 34	67 67 62 240	127 117 124 83	127 66 27 0	122 90 0 1.00
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
10 30 30	157 176 208	255 255 255	10 10 10	10 23 33	10 10 0	10 0 0	1.00 1.00 0.20 200 100 0	700.00 79.00 1.00 30 20 0	23 28 30	55 55 66 240	127 124 124 124	127 45 49 32	155 51 0 1.00
//5AM
10 24 27	160 171 202	255 255 255	10 10 10	10 22 33	10 10 0	10 0 0	1.00 1.00 0.10 200 100 0	700.00 -22.00 1.00 70 27 10	23 28 30	55 55 66 240	127 80 85 91	127 98 120 120	155 100 0 1.00
//6AM
16 31 31	163 187 192	255 255 255	22 22 22	15 25 27	0 0 0	0 0 0	3.40 0.90 0.10 200 100 0	700.00 90.00 0.80 100 34 25	23 28 30	77 77 88 240	127 63 80 80	127 122 122 90	155 180 0 1.00
//7AM
22 22 22	190 176 169	255 255 255	125 145 151	125 145 151	0 0 0	0 0 0	0.00 0.70 0.10 80 50 0	700.00 -22.00 0.50 120 40 40	92 116 125	77 77 88 240	127 124 124 124	127 45 28 12	155 180 0 1.00
//Midday
22 22 22	190 176 169	255 255 255	125 145 151	125 145 151	10 10 0	10 0 0	2.80 0.50 0.10 80 0 120	700.00 -22.00 0.30 120 100 100	92 116 123	125 125 125 240	127 80 80 80	127 122 122 122	155 180 0 1.00
//7PM
22 22 22	190 176 169	255 255 255	125 145 151	125 145 151	0 0 0	0 0 0	3.50 1.00 0.10 80 0 0	700.00 -22.00 0.80 120 100 100	92 116 123	123 128 134 240	127 44 44 44	127 122 122 122	155 180 0 1.00
//8PM
22 22 22	190 176 169	255 255 255	34 56 62	62 72 75	0 0 0	0 0 0	0.00 1.00 0.10 80 50 0	700.00 -22.00 1.00 120 100 100	46 58 61	122 126 134 240	127 90 90 90	127 90 122 122	155 180 0 1.00
//10PM
24 28 20	222 200 200	255 255 255	15 15 20	20 22 22	10 10 0	10 0 0	1.00 1.00 0.40 200 100 0	700.00 111.00 1.00 70 27 10	23 28 30	10 70 60 240	127 64 64 100	127 69 70 87	155 20 0 1.00
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 30 30	133 133 133	255 255 255	0 8 12	10 36 65	255 128 0	5 0 0	1.00 0.50 0.40 200 100 0	450.00 100.00 1.00 30 20 0	3 3 3	19 40 52 240	127 66 66 66	127 88 56 28	50 120 0 1.00
//5AM
20 30 30	143 143 143	255 255 255	15 22 32	4 32 66	255 128 0	255 0 0	0.00 0.30 1.00 150 100 0	454.00 100.00 1.00 70 27 10	50 43 36	21 41 56 240	127 66 99 66	127 88 47 23	50 120 0 1.00
//6AM
30 30 30	188 188 188	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	3.00 0.20 0.90 140 100 0	455.00 66.00 0.80 100 34 25	120 92 88	178 160 160 200	127 124 124 124	127 45 47 23	50 120 70 1.00
//7AM
24 26 30	188 188 188	255 255 255	90 205 255	187 146 116	255 128 0	255 0 0	3.30 1.00 0.10 100 50 0	455.00 66.00 0.50 120 40 40	159 142 106	145 170 170 240	127 55 62 64	127 66 66 80	50 120 0 1.00
//Midday
30 30 30	188 188 188	255 255 255	90 180 255	90 200 255	255 128 0	255 128 0	2.50 1.00 0.10 150 0 150	455.00 66.00 1.00 120 100 100	180 255 255	90 170 170 240	127 44 94 89	127 45 66 36	50 120 0 1.00
//7PM
30 30 30	163 163 163	255 255 255	109 142 157	111 155 155	255 0 0	255 0 0	3.30 1.00 0.20 110 40 0	455.00 66.00 0.80 120 40 40	200 123 96	103 95 87 240	127 33 99 99	127 66 66 44	50 120 0 1.00
//8PM
30 30 30	163 163 163	255 255 255	109 142 189	165 155 130	255 128 0	155 0 0	2.00 0.60 0.30 100 60 0	455.00 66.00 1.00 120 40 40	0 0 0	67 67 67 240	127 124 66 44	127 66 55 23	50 120 0 1.00
//10PM
13 13 30	143 143 143	255 255 255	20 15 45	13 44 65	255 5 8	5 8 0	1.00 0.50 0.50 160 100 0	455.00 66.00 1.00 70 27 10	0 0 0	44 73 96 240	127 124 124 124	127 45 47 23	50 112 0 1.00
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 30 30	133 133 133	255 255 255	10 36 65	10 36 65	255 128 0	5 0 0	1.00 0.50 0.40 200 100 0	450.00 100.00 1.00 30 20 0	3 3 3	19 40 52 240	127 66 66 66	127 88 56 28	0 120 0 1.00
//5AM
20 30 30	143 143 143	255 255 255	4 32 66	4 32 66	255 128 0	255 0 0	0.00 0.30 1.00 150 100 0	454.00 100.00 1.00 70 27 10	50 43 36	21 41 56 240	127 66 99 66	127 88 47 23	0 120 0 1.00
//6AM
16 20 27	188 188 188	255 255 255	155 155 155	198 124 85	255 128 0	255 128 0	2.70 0.20 0.20 140 100 0	455.00 66.00 0.80 100 34 25	120 92 88	178 160 160 200	127 86 86 86	127 166 94 0	0 120 0 1.00
//7AM
12 0 0	188 188 188	255 255 255	155 155 155	198 124 85	255 128 0	255 0 0	1.70 1.00 0.10 100 50 0	455.00 66.00 0.50 120 40 40	159 142 106	145 170 170 240	127 86 86 86	127 166 94 0	0 120 0 1.00
//Midday
30 30 30	188 188 188	255 255 255	90 180 255	90 200 255	255 128 0	255 128 0	2.50 1.00 0.10 150 0 150	455.00 66.00 1.00 120 100 100	180 255 255	90 170 170 240	127 44 94 89	127 45 66 36	0 120 0 1.00
//7PM
30 30 30	163 163 163	255 255 255	109 142 157	111 155 155	255 0 0	255 0 0	3.30 1.00 0.20 110 40 0	455.00 66.00 0.80 120 40 40	200 123 96	103 95 87 240	127 33 99 99	127 66 66 44	0 120 0 1.00
//8PM
30 30 30	163 163 163	255 255 255	109 142 189	165 155 130	255 128 0	155 0 0	2.00 0.60 0.30 100 60 0	455.00 66.00 1.00 120 40 40	0 0 0	67 67 67 240	127 124 66 44	127 66 55 23	0 120 0 1.00
//10PM
13 13 30	141 141 141	255 255 255	5 25 45	13 44 65	255 5 8	5 8 0	1.00 0.50 0.50 160 100 0	455.00 66.00 1.00 70 27 10	0 0 0	44 73 96 240	127 124 124 124	127 45 47 23	0 112 0 1.00
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
30 30 30	108 108 101	255 255 255	11 11 11	11 11 11	10 10 0	10 0 0	1.00 1.00 1.00 200 100 0	1150.00 -22.00 1.00 30 20 0	23 28 30	55 55 66 240	127 64 64 12	127 88 66 66	155 0 0 1.00
//5AM
30 22 30	108 108 101	255 255 255	14 14 14	14 14 14	10 10 0	10 0 0	0.00 1.00 1.00 200 100 0	1150.00 -22.00 1.00 70 27 10	23 28 30	55 55 66 240	127 77 67 52	127 85 72 66	155 0 0 1.00
//6AM
30 30 30	153 153 153	255 255 255	41 46 47	31 36 37	10 10 0	10 0 0	3.40 0.90 0.90 200 100 0	1150.00 -22.00 0.80 100 34 25	23 28 30	77 77 88 240	127 64 64 64	127 77 77 77	155 0 100 1.00
//7AM
5 5 12	153 153 153	255 255 255	62 72 75	62 72 75	10 10 0	10 0 0	0.00 0.70 0.80 200 50 0	1150.00 -22.00 0.50 120 40 40	46 58 61	77 77 88 240	127 124 124 124	127 48 48 48	155 0 0 1.00
//Midday
5 5 12	122 123 123	255 255 255	125 145 151	125 145 151	10 10 0	10 0 0	2.80 0.50 0.70 80 0 120	1150.00 -22.00 0.30 120 100 100	92 116 123	125 125 125 240	127 124 124 124	127 48 48 48	155 0 0 1.00
//7PM
5 30 30	123 123 123	255 255 255	62 72 75	62 72 75	10 10 0	10 0 0	3.50 1.00 1.00 80 0 0	1150.00 -22.00 0.80 120 100 100	46 58 61	123 128 134 240	127 124 124 124	127 48 48 48	155 0 0 1.00
//8PM
30 30 30	108 108 108	255 255 255	62 72 75	62 72 75	10 10 0	10 0 0	2.00 1.00 1.00 80 50 0	1150.00 -22.00 1.00 120 100 100	46 58 61	122 126 134 240	127 64 64 55	127 48 48 48	155 0 0 1.00
//10PM
30 30 30	108 108 108	255 255 255	41 46 47	31 36 37	10 10 0	10 0 0	1.00 1.00 1.00 200 100 0	1150.00 -22.00 1.00 70 27 10	23 28 30	77 77 88 240	127 64 64 12	127 48 48 48	155 0 0 1.00
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 30 30	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	1.00 1.00 0.50 200 100 0	650.00 5.00 1.00 30 20 0	0 0 0	59 68 77 240	127 124 124 124	127 16 48 10	155 0 0 1.00
//5AM
20 30 30	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	0.00 1.00 0.60 200 100 0	650.00 5.00 1.00 70 27 10	0 0 0	59 68 77 240	127 124 124 124	127 0 48 20	155 0 0 1.00
//6AM
20 30 30	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	3.40 0.90 0.40 200 100 0	650.00 5.00 0.90 100 34 25	0 0 0	62 72 77 240	127 124 124 124	127 0 48 20	155 0 100 1.00
//7AM
20 30 30	135 173 197	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	2.50 0.70 0.40 80 80 0	650.00 5.00 0.80 120 40 40	0 0 0	107 117 122 240	127 124 124 124	127 0 48 20	155 0 0 1.00
//Midday
20 30 30	186 186 186	255 255 255	80 80 80	70 70 70	0 0 0	0 0 0	1.00 0.50 0.10 80 50 120	650.00 5.00 0.70 120 100 100	0 0 0	141 141 140 240	127 124 124 124	127 30 38 30	155 0 0 1.00
//7PM
20 30 30	135 173 193	255 255 255	80 80 80	70 70 70	0 0 0	0 0 0	3.50 1.00 0.50 80 50 0	650.00 5.00 0.90 120 40 40	0 0 0	116 135 144 240	127 124 124 124	127 10 46 22	155 0 0 1.00
//8PM
20 30 30	167 198 223	255 255 255	40 40 40	70 70 70	0 0 0	0 0 0	2.00 1.00 1.00 80 80 0	650.00 5.00 1.00 120 40 40	0 0 0	132 176 189 240	127 124 124 124	127 0 48 20	155 0 0 1.00
//10PM
20 30 30	167 198 223	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	1.00 1.00 1.00 200 100 0	650.00 5.00 1.00 70 27 10	0 0 0	161 176 189 240	127 124 124 124	127 0 48 20	155 0 0 1.00
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
33 33 33	141 141 141	255 255 255	0 40 40	0 40 40	10 10 0	10 0 0	1.00 1.00 0.70 60 50 0	150.00 -200.00 1.00 30 20 0	0 0 0	120 120 125 240	127 124 124 124	127 30 30 32	0 120 0 1.00
//5AM
33 33 33	210 141 141	255 255 255	0 45 45	0 45 45	10 10 0	10 0 0	0.00 1.00 0.70 60 50 0	150.00 -200.00 1.00 70 27 10	0 0 0	120 120 125 240	127 124 124 124	127 30 30 32	0 120 0 1.00
//6AM
33 33 33	141 141 141	255 255 255	0 45 45	0 45 45	0 10 0	10 0 0	3.40 0.90 0.70 60 50 0	150.00 -200.00 0.80 100 34 25	0 0 0	128 128 125 240	127 124 124 124	127 30 30 32	0 120 100 1.00
//7AM
33 33 33	141 141 141	255 255 255	40 50 50	40 50 50	10 10 0	10 0 0	2.50 0.70 0.70 60 50 0	150.00 -200.00 0.60 120 40 40	0 0 0	128 128 125 240	127 124 124 124	127 30 30 32	0 120 0 1.00
//Midday
13 13 13	141 141 141	255 255 255	146 155 155	127 144 144	10 10 0	10 0 0	1.00 0.50 0.30 60 50 60	250.00 -30.00 0.30 120 100 100	0 0 0	128 128 128 240	127 124 124 124	127 30 30 32	0 120 0 1.00
//7PM
13 13 13	141 141 141	255 255 255	100 100 105	100 100 105	10 10 0	10 0 0	3.50 1.00 0.30 60 50 0	150.00 -70.00 0.80 120 40 40	0 0 0	123 123 124 240	127 124 124 124	127 30 30 32	0 111 0 1.00
//8PM
13 13 13	141 141 141	255 255 255	41 60 60	35 53 50	10 10 0	10 0 0	2.00 1.00 1.00 60 50 0	150.00 -80.00 1.00 120 40 40	0 0 0	122 121 124 240	127 124 124 124	127 30 30 32	0 120 0 1.00
//10PM
33 33 33	141 141 141	255 255 255	0 40 40	0 40 40	10 10 0	10 0 0	1.00 1.00 0.70 60 50 0	150.00 -100.00 1.00 70 27 10	0 0 0	123 124 120 240	127 124 124 124	127 30 30 32	0 120 0 1.00
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
25 22 22	144 137 137	255 255 255	16 7 23	24 0 37	255 255 0	5 0 0	1.00 0.30 0.80 200 100 0	1000.00 100.00 1.00 30 20 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 1.00
//5AM
24 16 25	138 138 138	255 255 255	20 4 19	31 11 27	255 128 0	255 0 0	0.00 0.30 0.80 150 100 0	1000.00 100.00 1.00 70 27 10	50 43 36	53 62 68 240	127 64 64 152	127 79 27 0	122 0 0 1.00
//6AM
0 5 10	188 188 188	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	8.40 0.40 0.10 140 100 0	1000.00 100.00 0.80 100 34 25	120 92 88	185 160 160 240	127 64 64 64	127 77 66 0	122 0 0 1.00
//7AM
13 13 1	188 188 188	255 255 255	90 205 255	90 200 255	255 128 0	255 0 0	3.30 0.20 0.10 100 50 0	1000.00 100.00 0.50 120 40 40	159 142 106	145 170 170 240	127 64 64 64	127 64 64 22	122 0 0 1.00
//Midday
13 13 1	188 188 188	255 255 255	90 180 255	90 200 255	255 128 0	255 128 0	2.50 0.10 0.30 150 0 150	1000.00 10.00 1.00 120 100 100	180 255 255	90 170 170 240	127 64 64 64	127 128 111 44	122 88 0 1.00
//7PM
1 1 1	163 159 163	255 255 255	109 142 157	90 200 255	255 255 255	255 255 255	3.50 0.20 1.00 110 40 0	1000.00 10.00 0.80 120 40 40	200 123 96	153 95 87 240	127 64 64 64	127 122 27 0	122 0 0 1.00
//8PM
1 1 0	137 137 137	255 255 255	181 150 84	136 110 74	255 128 0	155 0 0	2.00 0.20 1.00 100 60 0	1000.00 10.00 1.00 120 40 40	0 0 0	67 67 67 240	127 127 93 71	127 83 11 0	122 0 0 1.00
//10PM
12 6 12	138 138 138	255 255 255	31 15 44	39 24 64	255 5 8	5 8 0	1.00 0.30 0.60 160 100 0	1000.00 10.00 1.00 70 27 10	0 0 0	67 67 62 240	127 124 124 124	127 34 27 0	122 0 0 1.00
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
22 22 22	163 163 163	255 255 255	9 6 9	18 15 44	255 255 0	5 0 0	1.00 0.30 0.70 200 100 0	1000.00 200.00 1.00 30 20 0	3 3 3	38 38 55 240	127 77 77 77	127 88 66 41	0 30 0 1.00
//5AM
12 12 12	163 163 163	255 255 255	0 5 10	16 1 30	255 128 0	255 0 0	0.00 0.40 0.50 150 100 0	1000.00 200.00 1.00 70 27 10	50 43 36	53 62 68 240	127 124 106 116	127 52 27 0	0 90 0 1.00
//6AM
12 12 12	188 188 188	255 255 255	141 99 81	200 144 85	255 128 0	255 128 0	8.40 1.00 0.10 140 100 0	1000.00 0.00 0.80 100 34 25	120 92 88	185 160 160 240	127 66 66 66	127 90 70 20	0 90 0 1.00
//7AM
13 4 0	188 188 188	255 255 255	90 205 255	200 144 90	255 128 0	255 0 0	3.70 1.00 0.00 100 50 0	1000.00 0.00 0.50 120 40 40	159 142 106	145 170 170 240	60 124 60 60	127 89 91 44	0 90 0 1.00
//Midday
13 13 0	188 188 188	255 255 255	90 180 255	90 200 255	255 128 0	255 128 0	2.50 1.00 0.00 150 0 150	1000.00 10.00 1.00 120 100 100	180 255 255	90 170 170 240	64 64 64 64	127 90 80 33	0 90 0 1.00
//7PM
13 13 0	163 163 163	255 255 255	90 180 255	90 200 255	255 47 0	255 0 0	2.50 0.30 0.40 110 40 0	1000.00 10.00 0.80 120 40 40	200 123 96	143 121 87 240	127 64 64 64	127 114 57 27	0 90 0 1.00
//8PM
13 13 0	163 163 163	255 255 255	109 142 189	165 155 130	255 128 0	155 0 0	2.00 0.50 0.60 100 60 0	1000.00 10.00 1.00 120 40 40	0 0 0	67 67 67 240	127 55 55 55	127 120 50 0	0 90 0 1.00
//10PM
22 22 23	163 163 163	255 255 255	0 0 0	18 15 44	255 5 8	5 8 0	1.00 0.50 0.70 160 100 0	1000.00 200.00 1.00 70 27 10	0 0 0	71 46 53 240	127 77 77 77	127 122 55 33	0 30 0 1.00
//
